"id","loan_amount","annual_income","issue_date","dti","int_rate","grade","sub_grade","term_months","total_payment","profit","loan_status"
758944,"10000","69000","2021-05-11","13.20","18.39","E","E2",60,"14247","4247","Fully Paid"
747912,"14400","82296","2021-05-11","18.84","18.39","E","E2",60,"20515","6115","Fully Paid"
751733,"12000","167000","2021-06-11","10.85","19.79","E","E2",60,"17520","5520","Fully Paid"
1006616,"12000","60000","2021-11-11","13.74","18.64","E","E1",60,"15039","3039","Fully Paid"
790507,"16000","79000","2021-06-11","19.81","18.79","E","E3",60,"23461","7461","Fully Paid"
659056,"20000","82284","2021-01-11","15.94","16.40","E","E1",60,"29437","9437","Fully Paid"
607535,"10000","117000","2021-11-10","5.61","15.95","E","E1",60,"13840","3840","Fully Paid"
863164,"5000","99996","2021-09-11","16.37","18.39","E","E2",60,"6994","1994","Fully Paid"
654844,"8000","99996","2021-01-11","15.16","16.77","E","E2",60,"11610","3610","Fully Paid"
595074,"12000","82000","2021-10-10","2.27","17.93","E","E5",60,"12991","991","Fully Paid"
737288,"12000","65000","2021-04-11","23.04","18.25","F","F1",60,"18381","6381","Fully Paid"
692332,"28000","91000","2021-03-11","15.55","18.99","F","F3",60,"43571","15571","Fully Paid"
526667,"7200","45000","2021-06-10","12.43","18.30","F","F1",60,"10945","3745","Fully Paid"
1000280,"24000","65000","2021-11-11","0.65","12.69","B","B5",60,"27023","3023","Fully Paid"
522382,"21000","35700","2021-06-10","1.04","11.49","B","B4",60,"17465","-3535","Fully Paid"
679565,"1500","21000","2021-02-11","22.29","12.68","C","C1",60,"2026","526","Fully Paid"
765206,"14400","225000","2021-05-11","7.96","13.99","C","C3",60,"15534","1134","Fully Paid"
796096,"3600","9600","2021-06-11","0.00","16.89","D","D4",60,"4232","632","Fully Paid"
534867,"13750","30000","2021-07-10","18.84","16.32","D","D5",60,"20203","6453","Fully Paid"
815086,"10000","78996","2021-07-11","0.61","19.69","E","E5",60,"11998","1998","Fully Paid"
596503,"3600","52800","2021-10-10","10.59","18.67","F","F2",60,"5076","1476","Fully Paid"
846939,"10000","42996","2021-08-11","4.55","10.99","B","B3",60,"12303","2303","Fully Paid"
725871,"10000","110000","2021-04-11","11.93","10.74","B","B4",60,"10352","352","Fully Paid"
528467,"14000","35004","2021-06-10","8.23","11.86","B","B5",60,"12805","-1195","Fully Paid"
710427,"12000","93318","2021-05-11","5.56","11.49","B","B4",60,"15766","3766","Fully Paid"
1047952,"13000","26004","2021-12-11","1.80","9.91","B","B1",60,"16348","3348","Fully Paid"
662601,"13000","84032","2021-02-11","22.73","10.74","B","B4",60,"15924","2924","Fully Paid"
822985,"12000","53060","2021-07-11","18.18","11.49","B","B4",60,"15076","3076","Fully Paid"
687669,"12000","60000","2021-03-11","15.84","10.37","B","B3",60,"15429","3429","Fully Paid"
662678,"12000","80000","2021-02-11","2.07","11.11","B","B5",60,"15674","3674","Fully Paid"
997748,"30000","171996","2021-11-11","15.17","10.65","B","B2",60,"37529","7529","Fully Paid"
580367,"2500","84996","2021-09-10","3.28","11.86","B","B5",60,"2986","486","Fully Paid"
701080,"2500","15000","2021-03-11","14.72","10.74","B","B4",60,"2671","171","Fully Paid"
606548,"8500","36000","2021-11-10","24.53","9.99","B","B4",60,"9587","1087","Fully Paid"
563209,"1600","50000","2021-08-10","21.29","13.23","C","C1",60,"2195","595","Fully Paid"
535845,"25000","177240","2021-09-10","2.16","13.23","C","C1",60,"34306","9306","Fully Paid"
716594,"15000","36996","2021-04-11","7.56","12.68","C","C1",60,"20331","5331","Fully Paid"
792949,"12000","37960","2021-06-11","20.96","12.99","C","C1",60,"15460","3460","Fully Paid"
529380,"15000","39996","2021-06-10","14.64","12.73","C","C1",60,"13527","-1473","Fully Paid"
554813,"10000","42840","2021-08-10","11.09","13.23","C","C1",60,"10744","744","Fully Paid"
632132,"6400","33600","2021-12-10","18.96","12.23","C","C1",60,"8587","2187","Fully Paid"
539948,"7500","120000","2021-07-10","4.46","13.98","C","C3",60,"8917","1417","Fully Paid"
588707,"4000","34500","2021-09-10","12.03","13.61","C","C2",60,"4046","46","Fully Paid"
756260,"4000","21996","2021-05-11","0.55","13.99","C","C3",60,"4930","930","Fully Paid"
532849,"13500","62000","2021-06-10","6.87","13.98","C","C3",60,"18839","5339","Fully Paid"
1004936,"11200","50000","2021-11-11","4.97","14.65","C","C3",60,"11997","797","Fully Paid"
969400,"8000","57000","2021-10-11","14.61","15.96","C","C5",60,"10481","2481","Fully Paid"
567629,"3700","25700","2021-08-10","18.68","13.98","C","C3",60,"4988","1288","Fully Paid"
528827,"8000","60000","2021-06-10","23.30","13.98","C","C3",60,"11028","3028","Fully Paid"
890922,"7000","37500","2021-09-11","22.75","15.27","C","C4",60,"9336","2336","Fully Paid"
658464,"7200","56000","2021-01-11","18.17","13.06","C","C2",60,"9842","2642","Fully Paid"
788374,"14000","74000","2021-06-11","8.37","14.79","C","C4",60,"14173","173","Fully Paid"
802078,"7000","51000","2021-07-11","7.98","15.23","C","C5",60,"9713","2713","Fully Paid"
890982,"5000","65000","2021-09-11","17.30","13.49","C","C1",60,"6549","1549","Fully Paid"
856365,"4000","35004","2021-08-11","13.27","13.99","C","C3",60,"5353","1353","Fully Paid"
743368,"6000","84996","2021-05-11","9.61","14.79","C","C4",60,"7362","1362","Fully Paid"
812931,"10000","178548","2021-07-11","8.46","13.49","C","C2",60,"10759","759","Fully Paid"
766987,"10800","40000","2021-06-11","7.20","15.99","D","D2",60,"15644","4844","Fully Paid"
734342,"2800","33000","2021-04-11","23.20","15.65","D","D4",60,"4068","1268","Fully Paid"
556322,"4000","19200","2021-08-10","24.13","16.32","D","D5",60,"5877","1877","Fully Paid"
584370,"10800","39000","2021-09-10","20.31","15.21","D","D2",60,"15487","4687","Fully Paid"
704971,"11500","27000","2021-03-11","14.44","15.28","D","D3",60,"16374","4874","Fully Paid"
563485,"15000","108000","2021-08-10","19.21","15.58","D","D3",60,"21199","6199","Fully Paid"
740644,"7000","45000","2021-05-11","17.71","15.99","D","D2",60,"9292","2292","Fully Paid"
781269,"5000","24600","2021-06-11","21.41","17.19","D","D2",60,"7484","2484","Fully Paid"
844000,"4500","18996","2021-08-11","22.17","17.49","D","D5",60,"5996","1496","Fully Paid"
987733,"12600","97400","2021-10-11","7.98","16.77","D","D2",60,"15458","2858","Fully Paid"
607708,"4000","21996","2021-11-10","6.82","14.83","D","D3",60,"4050","50","Fully Paid"
650196,"15000","40000","2021-01-11","12.66","14.91","D","D2",60,"19559","4559","Fully Paid"
645522,"5000","15996","2021-01-11","2.63","15.20","D","D4",60,"7168","2168","Fully Paid"
558943,"6000","30160","2021-08-10","22.88","15.21","D","D2",60,"8549","2549","Fully Paid"
987298,"12000","80000","2021-10-11","13.39","17.58","D","D4",60,"13671","1671","Fully Paid"
638166,"3000","42000","2021-12-10","14.09","14.83","D","D3",60,"4266","1266","Fully Paid"
539737,"2500","13000","2021-07-10","7.75","15.95","D","D4",60,"3644","1144","Fully Paid"
779279,"4800","30000","2021-06-11","6.32","16.49","D","D3",60,"6878","2078","Fully Paid"
731021,"12000","60000","2021-04-11","22.60","15.28","D","D3",60,"17228","5228","Fully Paid"
849487,"7400","56400","2021-08-11","1.38","19.29","E","E4",60,"8744","1344","Fully Paid"
714467,"12000","72000","2021-04-11","14.23","17.14","E","E3",60,"17211","5211","Fully Paid"
730896,"5000","41004","2021-04-11","24.90","16.40","E","E1",60,"6800","1800","Fully Paid"
1046407,"7000","33000","2021-12-11","8.80","18.64","E","E1",60,"7390","390","Fully Paid"
516401,"3000","35004","2021-05-10","1.78","16.82","E","E2",60,"4450","1450","Fully Paid"
815379,"4000","24996","2021-07-11","5.38","18.39","E","E2",60,"5954","1954","Fully Paid"
748811,"5200","54144","2021-05-11","10.84","17.99","E","E1",60,"7921","2721","Fully Paid"
666332,"1600","51000","2021-02-11","6.52","17.14","E","E3",60,"2053","453","Fully Paid"
531051,"7200","56868","2021-07-10","3.10","17.93","E","E5",60,"10955","3755","Fully Paid"
643005,"3000","21000","2021-01-11","8.29","17.43","E","E5",60,"3491","491","Fully Paid"
572120,"4000","42840","2021-09-10","6.75","16.82","E","E2",60,"4533","533","Fully Paid"
558385,"8000","42600","2021-08-10","5.46","17.56","E","E4",60,"11517","3517","Fully Paid"
781054,"3500","34737","2021-06-11","14.51","21.48","F","F1",60,"5361","1861","Fully Paid"
778195,"15000","88000","2021-06-11","9.63","20.99","F","F3",60,"22502","7502","Fully Paid"
548381,"4000","24000","2021-07-10","9.45","19.04","F","F3",60,"4826","826","Fully Paid"
857163,"13800","48000","2021-09-11","21.45","22.06","F","F4",60,"19507","5707","Fully Paid"
707703,"4800","35000","2021-04-11","8.37","18.25","F","F1",60,"7352","2552","Fully Paid"
854413,"9400","50000","2021-08-11","6.82","21.36","F","F4",60,"12918","3518","Fully Paid"
526073,"3000","15000","2021-08-10","14.96","19.41","F","F4",60,"4159","1159","Fully Paid"
709596,"5000","19560","2021-03-11","8.28","18.25","F","F1",60,"7585","2585","Fully Paid"
1039327,"12400","50000","2021-12-11","15.77","21.28","F","F2",60,"16190","3790","Fully Paid"
782884,"24000","72000","2021-06-11","14.00","22.85","G","G3",60,"31148","7148","Fully Paid"
719103,"14000","86000","2021-04-11","10.34","14.91","D","D2",60,"17333","3333","Fully Paid"
596091,"16000","64000","2021-10-10","2.34","6.54","A","A4",60,"11340","-4660","Fully Paid"
605582,"16000","60000","2021-11-10","14.00","6.91","A","A5",60,"2028","-13972","Charged Off"
764985,"16000","51646","2021-05-11","23.86","11.49","B","B4",60,"11712","-4288","Charged Off"
1000262,"23000","107500","2021-11-11","6.40","10.65","B","B2",60,"21023","-1977","Charged Off"
885922,"12000","40809","2021-09-11","27.26","11.71","B","B3",60,"3245","-8755","Charged Off"
521056,"16000","48996","2021-06-10","14.84","11.49","B","B4",60,"3403","-12597","Charged Off"
766128,"25000","100904","2021-05-11","7.90","12.99","C","C1",60,"13886","-11114","Charged Off"
814509,"18000","60000","2021-07-11","24.54","12.99","C","C1",60,"6278","-11722","Charged Off"
625773,"16000","39600","2021-12-10","12.03","12.23","C","C1",60,"1256","-14744","Charged Off"
803178,"12175","27600","2021-07-11","9.35","12.99","C","C1",60,"4312","-7863","Charged Off"
566440,"5000","100980","2021-08-10","11.50","13.61","C","C2",60,"4698","-302","Charged Off"
518628,"3000","122748","2021-05-10","19.29","12.73","C","C1",60,"878","-2122","Charged Off"
736830,"18250","30000","2021-05-11","19.04","16.89","D","D4",60,"18514","264","Charged Off"
551983,"4000","40296","2021-07-10","6.40","15.95","D","D4",60,"596","-3404","Charged Off"
551171,"5000","29268","2021-08-10","13.28","15.21","D","D2",60,"2362","-2638","Charged Off"
984853,"20000","120000","2021-10-11","19.31","16.77","D","D2",60,"23846","3846","Charged Off"
986134,"6450","80000","2021-10-11","23.52","18.25","D","D5",60,"3417","-3033","Charged Off"
1008832,"35000","200000","2021-11-11","5.36","18.25","D","D5",60,"16996","-18004","Charged Off"
643333,"10000","60000","2021-01-11","19.54","16.69","E","E3",60,"1417","-8583","Charged Off"
1049553,"35000","165000","2021-12-11","16.33","19.91","E","E4",60,"5156","-29844","Charged Off"
1050329,"30000","525000","2021-12-11","8.50","20.30","E","E5",60,"5780","-24220","Charged Off"
820650,"20000","54000","2021-08-11","10.11","18.39","E","E2",60,"8705","-11295","Charged Off"
843646,"25000","74326.08","2021-08-11","23.07","19.29","E","E4",60,"27338","2338","Charged Off"
740417,"4800","180000","2021-05-11","11.87","18.39","E","E2",60,"860","-3940","Charged Off"
610148,"25000","108000","2021-11-10","24.87","17.43","E","E5",60,"10861","-14139","Charged Off"
973030,"20000","66000","2021-10-11","19.65","19.91","E","E4",60,"8888","-11112","Charged Off"
782572,"15975","225000","2021-06-11","5.71","20.99","E","E5",60,"22236","6261","Charged Off"
792800,"31825","53000","2021-07-11","15.12","19.29","E","E4",60,"7895","-23930","Charged Off"
768334,"28800","225000","2021-06-11","5.87","21.36","F","F4",60,"26686","-2114","Charged Off"
740599,"35000","144000","2021-05-11","22.40","21.74","F","F5",60,"15383","-19617","Charged Off"
666622,"25000","72000","2021-02-11","11.22","18.99","F","F3",60,"29286","4286","Charged Off"
977981,"17625","400000","2021-10-11","16.08","23.91","G","G4",60,"20896","3271","Charged Off"
765022,"18500","40000","2021-06-11","22.83","11.99","B","B5",60,"14811","-3689","Charged Off"
609371,"4200","20004","2021-11-10","2.70","9.99","B","B4",60,"5121","921","Charged Off"
980105,"18000","30000","2021-10-11","4.40","12.42","B","B4",60,"8241","-9759","Charged Off"
732729,"25000","144240","2021-05-11","15.77","11.99","B","B5",60,"20058","-4942","Charged Off"
1005977,"35000","110000","2021-11-11","6.25","12.69","B","B5",60,"19666","-15334","Charged Off"
829468,"26000","78000","2021-07-11","21.18","15.99","D","D2",60,"13274","-12726","Charged Off"
831049,"8000","117300","2021-07-11","20.98","19.29","E","E4",60,"3103","-4897","Charged Off"
563700,"2400","21600","2021-08-10","6.00","17.93","E","E5",60,"2318","-82","Charged Off"
1010659,"6000","21624","2021-11-11","23.75","8.90","A","A5",60,"3299","-2701","Charged Off"
600969,"6300","30096","2021-10-10","7.81","6.54","A","A4",60,"4025","-2275","Charged Off"
867529,"14750","38496","2021-09-11","25.72","11.71","B","B3",60,"3384","-11366","Charged Off"
999763,"8000","38000","2021-10-11","2.08","12.42","B","B4",60,"4851","-3149","Charged Off"
736677,"24000","100000","2021-04-11","5.88","10.37","B","B3",60,"16154","-7846","Charged Off"
810256,"3500","36000","2021-07-11","12.90","11.99","B","B5",60,"2724","-776","Charged Off"
536278,"18000","60580","2021-07-10","16.62","11.86","B","B5",60,"3142","-14858","Charged Off"
529214,"1600","71200","2021-06-10","14.80","11.12","B","B3",60,"70","-1530","Charged Off"
571874,"8000","152004","2021-08-10","16.92","11.12","B","B3",60,"5581","-2419","Charged Off"
1003708,"9600","68000","2021-11-11","8.33","13.49","C","C1",60,"9921","321","Charged Off"
622608,"25000","108000","2021-12-10","20.52","13.72","C","C5",60,"1196","-23804","Charged Off"
592571,"7000","50000","2021-10-10","16.27","13.61","C","C2",60,"9238","2238","Charged Off"
847205,"20000","36000","2021-08-11","12.90","13.99","C","C3",60,"6971","-13029","Charged Off"
718656,"8000","135996","2021-04-11","6.10","13.06","C","C2",60,"7486","-514","Charged Off"
596491,"5000","45000","2021-10-10","21.81","13.61","C","C2",60,"563","-4437","Charged Off"
869720,"20000","54000","2021-09-11","19.09","16.49","D","D3",60,"3427","-16573","Charged Off"
755206,"1000","33000","2021-05-11","20.98","15.99","D","D2",60,"450","-550","Charged Off"
1022563,"12000","24000","2021-11-11","7.45","18.25","D","D5",60,"10537","-1463","Charged Off"
620509,"6000","90000","2021-11-10","24.41","15.20","D","D4",60,"3564","-2436","Charged Off"
1056273,"17475","56000","2021-12-11","24.84","17.27","D","D3",60,"12458","-5017","Charged Off"
810326,"24000","201000","2021-07-11","14.55","17.49","D","D5",60,"11930","-12070","Charged Off"
527207,"5600","40000","2021-06-10","10.32","15.21","D","D2",60,"383","-5217","Charged Off"
860255,"7600","36000","2021-08-11","20.50","16.49","D","D3",60,"6817","-783","Charged Off"
868862,"4200","60000","2021-09-11","18.66","17.49","D","D5",60,"6026","1826","Charged Off"
776021,"16000","51000","2021-06-11","19.25","18.39","E","E2",60,"19254","3254","Charged Off"
527447,"7000","26004","2021-06-10","1.94","16.45","E","E1",60,"1883","-5117","Charged Off"
724509,"10200","30000","2021-04-11","18.48","17.88","E","E5",60,"4857","-5343","Charged Off"
1035664,"5500","25000","2021-11-11","10.56","19.42","E","E3",60,"4408","-1092","Charged Off"
535555,"2400","33000","2021-06-10","20.25","16.82","E","E2",60,"922","-1478","Charged Off"
555237,"10000","44000","2021-08-10","13.04","17.56","E","E4",60,"5048","-4952","Charged Off"
740576,"13750","41004","2021-05-11","12.38","18.79","E","E3",60,"4929","-8821","Charged Off"
850713,"35000","92000","2021-08-11","17.60","20.25","F","F1",60,"5444","-29556","Charged Off"
558974,"6000","22800","2021-08-10","11.47","19.41","F","F4",60,"1503","-4497","Charged Off"
670022,"30000","104004","2021-02-11","5.67","18.99","F","F3",60,"29533","-467","Charged Off"
880286,"28000","57996","2021-09-11","10.95","21.28","F","F2",60,"13516","-14484","Charged Off"
745255,"11000","36000","2021-06-11","14.83","22.48","G","G2",60,"7224","-3776","Charged Off"
620516,"25000","78000","2021-11-10","8.43","20.77","G","G4",60,"13917","-11083","Charged Off"
753691,"30000","64000","2021-05-11","16.50","18.39","E","E2",60,"6045","-23955","Charged Off"
867685,"35000","124500","2021-09-11","24.49","18.79","E","E3",60,"8147","-26853","Charged Off"
1009946,"12000","48744","2021-11-11","22.23","15.96","C","C5",60,"1258","-10742","Charged Off"
608114,"6000","90000","2021-11-10","1.92","6.54","A","A4",60,"4788","-1212","Fully Paid"
579845,"2400","65004","2021-09-10","16.23","7.51","A","A4",60,"2878","478","Fully Paid"
605711,"7000","52416","2021-11-10","14.06","6.17","A","A3",60,"8082","1082","Fully Paid"
528003,"14000","230000","2021-06-10","12.68","11.49","B","B4",60,"18422","4422","Fully Paid"
552873,"12000","72084","2021-07-10","9.74","10.38","B","B1",60,"15425","3425","Fully Paid"
813562,"20000","48000","2021-08-11","3.08","10.99","B","B3",60,"25147","5147","Fully Paid"
713096,"24575","75600","2021-04-11","23.68","10.37","B","B3",60,"31558","6983","Fully Paid"
716528,"27000","77000","2021-04-11","16.99","10.37","B","B3",60,"34716","7716","Fully Paid"
765512,"25000","90372","2021-06-11","14.41","11.49","B","B4",60,"28669","3669","Fully Paid"
714700,"30000","240000","2021-04-11","10.49","11.11","B","B5",60,"39235","9235","Fully Paid"
783997,"15850","25000","2021-06-11","6.19","11.49","B","B4",60,"20275","4425","Fully Paid"
721530,"20000","108000","2021-04-11","6.76","10.74","B","B4",60,"24684","4684","Fully Paid"
